camp;id;FY;DMY;D-value;iNDF;NDF;WSC;Ncont;NU;OMD;valk;INDF;Nup
;80369;11942.24924;3929.0;72.3;;55.3;;;;76.8;13.0;;
;80370;11311.37725;3778.0;72.8;;57.1;;;;76.89;12.6;;
;80371;11333.33333;3774.0;74.5;;53.3;;;;78.91;13.1;;
;80372;9616.564417;3135.0;73.9;;54.1;;;;78.56;12.4;;
;80373;12757.00935;4095.0;73.2;;54.7;;;;77.91;13.4;;
;80374;12957.70393;4289.0;74.7;;54.0;;;;79.41;13.0;;
;80375;12569.73294;4236.0;74.2;;53.9;;;;78.89;13.5;;
;80376;12672.56637;4296.0;74.9;;53.8;;;;78.97;12.0;;
;80377;13473.83721;4635.0;73.1;;56.5;;;;77.53;13.3;;
;80378;11909.09091;4061.0;72.5;;54.9;;;;77.49;14.2;;
;80379;12416.18497;4296.0;73.9;;54.2;;;;77.93;12.4;;
;80380;12425.21994;4237.0;73.8;;53.2;;;;78.27;12.5;;
;80381;15856.25;5074.0;72.7;;54.0;;;;77.85;13.8;;
;80382;14830.06536;4538.0;70.2;;57.8;;;;74.75;13.4;;
;80383;13679.73856;4186.0;73.3;;55.2;;;;77.99;12.7;;
;80384;13038.21656;4094.0;73.5;;55.1;;;;78.17;13.2;;
;80385;14294.11765;4374.0;73.7;;55.8;;;;77.62;12.6;;
;80386;12293.05136;4069.0;72.5;;56.9;;;;76.83;12.8;;
;80387;12122.1865;3770.0;71.9;;56.7;;;;76.0;12.9;;
;80388;11490.68323;3700.0;;;;;;;;;;
;80389;13452.83019;4278.0;72.7;;56.2;;;;76.91;13.0;;
;80390;11627.76025;3686.0;71.0;;57.3;;;;75.48;12.9;;
;80391;14303.95137;4706.0;74.1;;54.3;;;;78.67;13.1;;
;80392;13644.85981;4380.0;72.5;;55.9;;;;77.27;14.1;;
;80393;12280.37383;3942.0;73.1;;55.4;;;;77.88;12.6;;
;80394;12477.5641;3893.0;72.7;;54.8;;;;77.27;13.2;;
;80395;12612.2449;4326.0;74.9;;52.3;;;;79.26;13.1;;
;80396;14790.12346;4792.0;73.3;;53.6;;;;78.29;13.8;;
;80397;12593.40659;4584.0;72.2;;57.6;;;;76.33;12.2;;
;80398;11132.35294;3785.0;73.3;;54.2;;;;78.07;13.7;;
;80399;11913.40782;4265.0;73.1;;55.7;;;;77.32;13.1;;
;80400;11952.64624;4291.0;73.7;;54.0;;;;78.01;13.0;;
;80401;11144.20063;3555.0;72.1;;55.7;;;;76.99;12.6;;
;80402;13183.33333;3955.0;71.1;;58.9;;;;75.58;13.2;;
;80403;11608.15047;3703.0;73.6;;55.4;;;;78.42;12.8;;
;80404;16179.56656;5226.0;70.5;;57.2;;;;75.38;12.9;;
;80405;11963.19018;3900.0;71.7;;57.5;;;;75.61;12.0;;
;80406;15523.36449;4983.0;71.2;;58.3;;;;74.95;11.9;;
;80407;15330.15873;4829.0;72.6;;57.2;;;;76.74;12.6;;
;80408;15781.35048;4908.0;72.0;;55.4;;;;76.32;12.4;;
;80409;11291.29129;3760.0;71.6;;56.4;;;;76.17;12.1;;
;80410;14649.12281;5010.0;73.1;;54.9;;;;77.5;12.7;;
;80411;11284.82972;3645.0;73.3;;54.4;;;;77.91;12.6;;
;80412;14304.09357;4892.0;73.1;;54.5;;;;77.44;12.0;;
;80413;11891.56627;3948.0;72.9;;56.7;;;;77.13;12.0;;
;80414;15428.125;4937.0;73.7;;54.1;;;;78.3;13.4;;
;80415;10619.80831;3324.0;;;;;;;;;;
;80416;16928.57143;5451.0;73.4;;56.0;;;;77.88;12.0;;
;80417;11961.53846;4043.0;72.1;;57.2;;;;76.3;12.5;;
;80418;14305.8104;4678.0;72.2;;56.8;;;;76.72;12.4;;
;80419;10257.97101;3539.0;72.3;;55.2;;;;76.9;13.6;;
;80420;14436.04651;4966.0;72.5;;55.6;;;;77.2;14.3;;
;80421;11129.03226;3450.0;70.9;;58.7;;;;75.55;12.1;;
;80422;16018.86792;5094.0;71.9;;57.9;;;;75.66;11.1;;
;80423;11647.84053;3506.0;73.7;;54.9;;;;78.42;12.4;;
;80424;14755.88235;5017.0;72.1;;55.8;;;;76.17;11.4;;
;80425;11105.919;3565.0;71.9;;57.4;;;;76.13;13.0;;
;80426;14591.77215;4611.0;72.0;;56.2;;;;76.39;12.7;;
;80427;12506.09756;4102.0;72.7;;55.4;;;;76.93;12.2;;
;80428;15644.85981;5022.0;69.9;;57.6;;;;74.22;12.0;;
;80429;12931.67702;4164.0;72.9;;55.0;;;;77.24;12.5;;
;80430;15763.57827;4934.0;70.6;;58.3;;;;74.67;11.6;;
;80431;10937.30408;3489.0;71.3;;56.5;;;;75.52;11.3;;
;80432;15620.79511;5108.0;72.4;;56.1;;;;77.19;12.1;;
;80433;12592.59259;4080.0;71.3;;57.6;;;;75.75;11.8;;
;80434;16099.07121;5200.0;74.0;;55.2;;;;78.4;11.5;;
;80435;11940.25157;3797.0;72.5;;57.3;;;;76.9;12.1;;
;80436;13530.8642;4384.0;74.2;;54.7;;;;78.54;11.5;;
;80437;11456.45646;3815.0;72.5;;56.0;;;;76.83;13.4;;
;80438;14106.38298;4641.0;71.7;;54.8;;;;76.28;12.1;;
;80439;9751.428571;3413.0;72.3;;56.0;;;;76.3;11.3;;
;80440;12314.44759;4347.0;72.7;;55.1;;;;76.79;13.1;;
;80441;15336.63366;4647.0;71.0;;56.3;;;;75.67;12.4;;
;80442;14878.68852;4538.0;72.7;;56.9;;;;77.31;12.7;;
;80443;15886.07595;5020.0;73.2;;56.0;;;;77.57;12.3;;
;80444;17603.27869;5369.0;70.4;;58.2;;;;75.22;13.5;;
;80445;15287.06625;4846.0;73.0;;56.3;;;;77.26;12.7;;
;80446;17784.81013;5620.0;71.1;;57.8;;;;75.51;12.7;;
;80447;15653.37423;5103.0;72.6;;56.7;;;;76.62;11.9;;
;80448;16759.25926;5430.0;72.3;;54.5;;;;77.3;13.4;;
;80449;13278.10651;4488.0;71.9;;57.3;;;;76.1;12.1;;
;80450;17514.85149;5307.0;71.0;;58.8;;;;75.15;11.8;;
;80451;14294.11765;4617.0;72.5;;54.9;;;;77.35;12.7;;
;80452;14356.91318;4465.0;71.8;;55.6;;;;76.36;10.8;;
;80453;13833.33333;4399.0;73.1;;54.9;;;;77.85;12.6;;
;80454;14078.7172;4829.0;72.6;;55.2;;;;76.72;12.1;;
;80455;14285.71429;4500.0;73.6;;54.8;;;;78.57;14.1;;
;80456;15478.78788;5108.0;73.6;;54.6;;;;78.26;12.6;;
;80457;11982.35294;4074.0;72.7;;57.8;;;;76.88;12.5;;
;80458;16793.84615;5458.0;72.2;;56.6;;;;76.85;12.3;;
;80459;9944.289694;3570.0;72.7;;55.7;;;;76.39;11.4;;
;80460;13192.63456;4657.0;72.6;;56.0;;;;76.93;12.2;;
;80461;12977.63578;4062.0;73.9;;54.3;;;;78.49;12.5;;
;80462;12833.33333;3927.0;71.8;;56.7;;;;75.93;11.7;;
;80463;14824.45141;4729.0;72.0;;55.9;;;;76.42;13.2;;
;80464;14563.42183;4937.0;72.0;;55.3;;;;76.88;13.7;;
;80465;13185.07463;4417.0;72.1;;57.2;;;;75.79;11.8;;
;80466;13936.90852;4418.0;71.3;;57.5;;;;75.46;12.2;;
;80467;13029.22078;4013.0;74.2;;56.0;;;;78.14;11.8;;
;80468;12688.67925;4035.0;71.8;;57.2;;;;75.82;10.7;;
;80469;13796.2963;4470.0;73.6;;56.2;;;;77.86;12.2;;
;80470;14639.49843;4670.0;73.3;;56.4;;;;77.28;11.9;;
;80471;15163.93443;4625.0;72.5;;56.3;;;;77.14;12.0;;
;80472;15300.31949;4789.0;73.9;;55.4;;;;78.17;12.4;;
;80473;15153.35463;4743.0;74.4;;54.6;;;;79.14;12.9;;
;80474;14769.23077;4992.0;72.6;;53.3;;;;77.34;13.6;;
;80475;14458.59873;4540.0;;;;;;;;;;
;80476;15565.47619;5230.0;73.6;;53.9;;;;78.09;13.3;;
;80477;13437.12575;4488.0;71.7;;56.9;;;;75.89;11.8;;
;80478;10410.32609;3831.0;71.3;;57.0;;;;75.63;11.4;;
;80479;13887.9056;4708.0;72.9;;56.3;;;;77.4;13.2;;
;80480;13843.47826;4776.0;70.7;;57.5;;;;75.02;11.9;;
;80489;13033.99433;4601.0;71.8;;57.3;;;;75.08;11.7;;
;80490;10906.90691;3632.0;72.3;;56.7;;;;75.79;12.8;;
;80491;11566.4557;3655.0;72.8;;56.9;;;;77.03;13.6;;
;80492;12093.54839;3749.0;73.3;;57.6;;;;76.96;11.9;;
;80493;11534.53453;3841.0;71.1;;57.9;;;;74.57;11.5;;
;80494;11894.23077;3711.0;71.9;;58.2;;;;75.34;13.0;;
;80495;11040.625;3533.0;71.8;;57.9;;;;75.28;12.9;;
;80496;13699.34641;4192.0;72.2;;56.6;;;;76.28;14.3;;
;80497;11407.29483;3753.0;72.8;;58.1;;;;75.58;11.3;;
;80498;9230.769231;3240.0;71.8;;55.8;;;;75.37;12.6;;
;80499;14166.15385;4604.0;71.8;;59.1;;;;74.65;10.9;;
;80500;12695.26627;4291.0;72.1;;56.9;;;;75.3;13.2;;
;80501;13504.42478;4578.0;73.3;;57.3;;;;76.16;11.6;;
;80502;10701.49254;3585.0;73.6;;54.4;;;;77.71;13.7;;
;80503;11019.71831;3912.0;72.6;;56.4;;;;75.81;12.7;;
;80504;10044.11765;3415.0;73.7;;55.8;;;;76.45;11.7;;
;80505;8510.769231;2766.0;73.0;;55.3;;;;76.31;12.5;;
;80506;8691.131498;2842.0;72.7;;55.7;;;;75.49;13.3;;
;80507;12463.34311;4250.0;72.0;;57.1;;;;75.31;12.6;;
;80508;12595.61129;4018.0;71.3;;57.8;;;;74.43;12.1;;
;80517;14199.41349;4842.0;71.6;;58.8;;;;75.45;13.5;;
;80518;12529.23977;4285.0;71.2;;54.0;;;;75.33;13.3;;
;80519;12716.98113;4044.0;72.7;;56.2;;;;76.97;13.6;;
;80520;12398.17629;4079.0;72.2;;57.0;;;;75.76;13.2;;
;80521;12891.23867;4267.0;73.4;;56.4;;;;76.89;12.5;;
;80522;13406.94006;4250.0;72.9;;57.3;;;;75.88;12.2;;
;80523;14210.69182;4519.0;73.5;;56.9;;;;77.44;12.6;;
;80524;13879.08497;4247.0;72.4;;56.7;;;;75.94;13.0;;
;80525;14539.8773;4740.0;72.0;;57.6;;;;75.17;12.5;;
;80526;14027.77778;4040.0;74.8;;55.1;;;;78.3;15.5;;
;80527;16359.64912;5595.0;72.6;;56.8;;;;75.91;11.6;;
;80528;16900.62112;5442.0;72.1;;56.3;;;;75.54;13.6;;
;80529;15401.25392;4913.0;72.5;;57.5;;;;75.68;12.2;;
;80530;13038.33866;4081.0;74.5;;55.3;;;;78.9;14.7;;
;80531;13200.58997;4475.0;72.3;;58.2;;;;75.21;12.5;;
;80532;13191.17647;4485.0;71.7;;56.1;;;;75.09;13.4;;
;80533;12390.02933;4225.0;71.3;;57.8;;;;74.15;12.4;;
;80534;13546.01227;4416.0;71.6;;57.6;;;;74.35;12.2;;
;80535;11474.77745;3867.0;71.0;;56.6;;;;74.25;12.6;;
;80536;12662.68657;4242.0;72.3;;56.6;;;;75.5;12.6;;
;80545;12718.84058;4388.0;73.6;;54.5;;;;77.71;13.9;;
;80546;14063.63636;4641.0;73.7;;55.4;;;;78.04;14.5;;
;80547;14042.04204;4676.0;72.8;;57.5;;;;75.97;12.3;;
;80548;14420.71197;4456.0;72.7;;57.2;;;;76.53;14.0;;
;80549;11387.28324;3940.0;72.6;;57.0;;;;75.74;11.9;;
;80550;12231.0231;3706.0;73.9;;56.8;;;;77.25;13.1;;
;80551;11533.33333;3633.0;73.4;;56.0;;;;77.02;13.7;;
;80552;13853.96825;4364.0;73.2;;56.3;;;;76.98;13.6;;
;80553;14035.83062;4309.0;71.6;;57.1;;;;74.78;13.6;;
;80554;13220.2381;4442.0;72.6;;57.4;;;;75.72;13.8;;
;80555;14863.09524;4994.0;71.1;;57.5;;;;74.13;12.7;;
;80556;13232.55814;4552.0;72.5;;56.6;;;;75.9;13.8;;
;80557;14018.29268;4598.0;72.6;;57.2;;;;76.22;12.9;;
;80558;13187.30159;4154.0;73.2;;55.3;;;;76.78;13.6;;
;80559;13184.61538;4285.0;72.2;;56.1;;;;75.17;12.8;;
;80560;14012.86174;4358.0;72.3;;56.4;;;;75.73;13.8;;
;80561;11223.52941;3816.0;72.5;;56.9;;;;75.01;11.2;;
;80562;13271.02804;4260.0;71.5;;56.6;;;;74.57;13.0;;
;80563;12493.82716;4048.0;71.8;;56.7;;;;75.12;12.4;;
;80564;12646.72365;4439.0;72.5;;57.0;;;;75.18;11.8;;
;80573;11940.25157;3797.0;73.7;;55.2;;;;78.02;14.1;;
;80574;16863.63636;5194.0;70.5;;58.4;;;;74.1;13.0;;
;80575;15540.26846;4631.0;73.3;;56.6;;;;77.34;14.8;;
;80576;14528.48101;4591.0;71.8;;57.3;;;;75.63;12.2;;
;80577;15093.64548;4513.0;72.7;;57.1;;;;76.14;14.8;;
;80578;15555.55556;4900.0;72.8;;58.1;;;;75.9;12.8;;
;80579;15569.96587;4562.0;74.1;;56.4;;;;77.78;13.1;;
;80580;14871.08014;4268.0;73.3;;56.6;;;;77.26;13.4;;
;80581;14201.2012;4729.0;71.8;;58.3;;;;74.95;12.7;;
;80582;14169.43522;4265.0;71.6;;57.2;;;;75.34;13.0;;
;80583;13851.85185;4488.0;71.8;;57.5;;;;75.11;13.6;;
;80584;12176.81159;4201.0;72.1;;56.5;;;;75.67;13.5;;
;80585;13848.57143;4847.0;73.6;;55.5;;;;77.2;13.3;;
;80586;12317.91908;4262.0;73.8;;54.6;;;;77.62;14.0;;
;80587;13005.76369;4513.0;74.1;;56.2;;;;77.04;13.1;;
;80588;13529.94012;4519.0;72.8;;54.4;;;;76.25;13.3;;
;80589;13169.05444;4596.0;71.7;;55.6;;;;74.69;13.0;;
;80590;14580.44164;4622.0;71.3;;57.0;;;;74.41;14.2;;
;80591;12300.3096;3973.0;73.4;;56.8;;;;76.64;12.3;;
;80592;13373.49398;4440.0;71.9;;55.8;;;;75.12;12.6;;
;80601;14044.24779;4761.0;71.2;;56.7;;;;74.25;13.9;;
;80602;14531.15727;4897.0;71.7;;57.5;;;;75.37;12.4;;
;80603;16726.97368;5085.0;71.2;;57.1;;;;75.57;13.3;;
;80604;15212.12121;5020.0;72.1;;55.7;;;;76.64;13.8;;
;80605;14673.01587;4622.0;73.6;;55.2;;;;77.5;14.0;;
;80606;15922.2973;4713.0;71.1;;57.1;;;;74.88;11.9;;
;80607;12702.19436;4052.0;71.7;;59.0;;;;75.04;12.1;;
;80608;15535.03185;4878.0;71.9;;57.2;;;;75.76;13.9;;
;80609;14533.13253;4825.0;71.5;;56.6;;;;74.94;12.8;;
;80610;13017.64706;4426.0;71.7;;57.5;;;;74.46;12.3;;
;80611;14212.76596;4676.0;72.5;;55.9;;;;75.98;15.1;;
;80612;14367.34694;4928.0;71.3;;56.9;;;;74.7;12.5;;
;80613;15070.12195;4943.0;72.0;;57.3;;;;75.12;12.2;;
;80614;17058.25243;5271.0;73.3;;56.1;;;;76.83;13.4;;
;80615;14198.25073;4870.0;71.6;;57.1;;;;74.91;13.5;;
;80616;15221.1838;4886.0;72.3;;56.5;;;;75.1;12.4;;
;80617;11703.27103;5009.0;71.8;;57.1;;;;74.02;11.0;;
;80618;14582.27848;4608.0;73.2;;55.5;;;;75.87;12.3;;
;80619;11614.49275;4007.0;71.8;;55.8;;;;75.3;12.6;;
;80620;15692.04152;4535.0;70.7;;57.3;;;;74.85;13.4;;
;80630;13052.45902;3981.0;70.7;;56.7;;;;74.76;13.7;;
;80631;16054.3131;5025.0;72.2;;56.6;;;;76.13;13.1;;
;80632;14555.55556;4454.0;71.4;;58.4;;;;75.11;12.4;;
;80633;14062.69592;4486.0;73.8;;55.9;;;;77.2;12.3;;
;80634;13055.55556;3995.0;71.6;;58.4;;;;74.9;12.8;;
;80635;14369.77492;4469.0;72.0;;57.8;;;;75.75;12.6;;
;80636;14862.06897;4741.0;72.2;;56.0;;;;76.16;13.9;;
;80637;15712.5;5028.0;71.1;;58.8;;;;74.02;12.2;;
;80638;15021.67183;4852.0;72.6;;57.2;;;;75.79;12.7;;
;80639;15856.26911;5185.0;71.0;;57.9;;;;74.03;12.7;;
;80640;16037.1517;5180.0;71.0;;56.9;;;;74.39;13.1;;
;80641;14343.02326;4934.0;70.7;;57.3;;;;74.43;12.4;;
;80642;14822.28916;4921.0;72.7;;55.4;;;;76.58;13.7;;
;80643;14889.88095;5003.0;71.9;;57.9;;;;74.57;12.2;;
;80644;15008.57143;5253.0;73.4;;55.8;;;;76.45;12.4;;
;80645;14709.96979;4869.0;71.8;;58.1;;;;74.7;12.3;;
;80646;13228.91566;4392.0;72.5;;57.2;;;;74.86;12.3;;
;80647;15125.39185;4825.0;72.0;;57.6;;;;74.92;12.2;;
;80648;14142.85714;4455.0;72.6;;57.2;;;;75.6;12.6;;
;80658;14360.0;4667.0;71.9;;55.3;;;;76.05;13.3;;
;80659;15384.61538;5000.0;72.5;;57.5;;;;75.94;13.1;;
;80660;13751.51515;4538.0;72.5;;57.2;;;;76.31;12.5;;
;80661;14946.20253;4723.0;72.6;;56.3;;;;76.17;14.0;;
;80662;14379.31034;4587.0;73.0;;56.8;;;;76.8;13.4;;
;80663;13586.88525;4144.0;73.3;;56.8;;;;76.83;14.0;;
;80664;14027.27273;4629.0;72.1;;56.8;;;;76.01;13.7;;
;80665;17543.33333;5263.0;71.5;;56.8;;;;75.54;15.2;;
;80666;18193.10345;5276.0;70.3;;54.9;;;;74.26;14.4;;
;80667;15219.02017;5281.0;72.6;;56.4;;;;75.97;13.1;;
;80668;15541.53846;5051.0;71.7;;57.3;;;;74.72;13.2;;
;80669;15876.19048;5001.0;71.5;;57.8;;;;74.58;13.2;;
;80670;16551.72414;5280.0;71.9;;56.6;;;;75.38;13.1;;
;80671;14208.20189;4504.0;71.8;;56.4;;;;74.97;13.6;;
;80672;14681.11455;4742.0;72.5;;55.4;;;;75.87;14.4;;
;80673;14040.34582;4872.0;71.9;;56.8;;;;74.87;12.7;;
;80674;13249.24012;4359.0;72.3;;54.8;;;;75.4;13.5;;
;80675;14706.58683;4912.0;72.7;;55.8;;;;75.38;12.4;;
;80676;15291.92547;4924.0;70.7;;57.5;;;;73.94;12.5;;
;80686;17054.71125;5611.0;71.0;;57.0;;;;75.37;13.3;;
;80687;15052.28758;4606.0;70.6;;57.8;;;;74.89;13.5;;
;80688;14714.28571;4738.0;72.6;;56.1;;;;76.46;13.4;;
;80689;14200.0;4686.0;71.3;;57.2;;;;75.04;12.1;;
;80690;15211.53846;4746.0;71.0;;58.3;;;;74.72;12.8;;
;80691;14900.60241;4947.0;72.3;;57.2;;;;75.61;12.1;;
;80692;15402.02703;4559.0;71.8;;55.1;;;;76.51;14.4;;
;80693;14048.29545;4945.0;71.8;;58.0;;;;74.92;11.8;;
;80694;14854.78548;4501.0;71.9;;56.1;;;;74.84;13.4;;
;80695;14541.93548;4508.0;71.2;;56.2;;;;74.9;14.3;;
;80696;14012.5;4484.0;72.7;;55.3;;;;77.32;14.3;;
;80697;14027.10843;4657.0;72.5;;56.8;;;;75.56;12.2;;
;80698;13169.13947;4438.0;72.9;;55.4;;;;76.39;12.7;;
;80699;12372.37237;4120.0;73.7;;54.8;;;;77.06;13.2;;
;80700;12839.28571;4314.0;71.7;;57.9;;;;74.8;12.6;;
;80701;14032.25806;4350.0;72.4;;56.1;;;;75.85;14.3;;
;80702;11586.7052;4009.0;72.2;;55.1;;;;74.86;12.1;;
;80703;13057.87781;4061.0;70.7;;57.0;;;;74.19;13.4;;
;80704;14009.09091;4623.0;70.7;;55.5;;;;74.72;13.9;;
;90001;11686.0;2758.0;683.0;;517.0;140.0;21.12;;;;66.0;58.0
;90002;13836.0;3293.0;676.0;;524.0;102.0;24.48;;;;65.0;81.0
;90003;13888.0;3458.0;688.0;;512.0;152.0;21.92;;;;68.0;76.0
;90004;13292.0;3549.0;697.0;;501.0;173.0;20.8;;;;63.0;74.0
;90005;14083.0;3380.0;688.0;;500.0;155.0;23.36;;;;68.0;79.0
;90006;15667.0;3337.0;685.0;;515.0;118.0;25.12;;;;69.0;84.0
;90007;15553.0;3795.0;698.0;;489.0;168.0;22.56;;;;66.0;86.0
;90008;10674.0;2850.0;697.0;;501.0;173.0;20.8;;;;63.0;59.0
;90009;12669.0;2990.0;683.0;;517.0;140.0;21.12;;;;66.0;63.0
;90010;14537.0;3547.0;698.0;;489.0;168.0;22.56;;;;66.0;80.0
;90011;16807.0;4000.0;676.0;;524.0;102.0;24.48;;;;65.0;98.0
;90012;13253.0;3300.0;688.0;;512.0;152.0;21.92;;;;68.0;72.0
;90013;19155.0;4080.0;685.0;;515.0;118.0;25.12;;;;69.0;102.0
;90014;11358.0;2726.0;688.0;;500.0;155.0;23.36;;;;68.0;64.0
;90015;13529.0;3247.0;688.0;;500.0;155.0;23.36;;;;68.0;76.0
;90016;11479.0;3065.0;697.0;;501.0;173.0;20.8;;;;63.0;64.0
;90017;15072.0;3753.0;688.0;;512.0;152.0;21.92;;;;68.0;82.0
;90018;13843.0;3267.0;683.0;;517.0;140.0;21.12;;;;66.0;69.0
;90019;17122.0;3647.0;685.0;;515.0;118.0;25.12;;;;69.0;92.0
;90020;17168.0;4086.0;676.0;;524.0;102.0;24.48;;;;65.0;100.0
;90021;14619.0;3567.0;698.0;;489.0;168.0;22.56;;;;66.0;80.0
;90101;21884.0;5077.0;675.0;;509.0;151.0;20.16;;;;61.0;102.0
;90102;18948.0;4699.0;664.0;;523.0;159.0;17.92;;;;65.0;84.0
;90103;18760.0;4765.0;678.0;;490.0;162.0;19.52;;;;52.0;93.0
;90104;15605.0;4073.0;685.0;;460.0;153.0;23.36;;;;52.0;95.0
;90105;22163.0;5297.0;678.0;;504.0;148.0;21.92;;;;59.0;116.0
;90106;19822.0;4777.0;674.0;;484.0;175.0;19.68;;;;65.0;94.0
;90107;20585.0;5064.0;680.0;;496.0;169.0;18.56;;;;57.0;94.0
;90108;18205.0;4806.0;684.0;;503.0;172.0;17.28;;;;56.0;83.0
;90109;20415.0;5022.0;672.0;;499.0;172.0;18.72;;;;64.0;94.0
;90110;16035.0;4073.0;679.0;;498.0;167.0;19.52;;;;60.0;80.0
;90111;20557.0;4502.0;693.0;;494.0;154.0;21.28;;;;52.0;96.0
;90112;24315.0;6030.0;664.0;;523.0;159.0;17.92;;;;65.0;108.0
;90113;24315.0;5325.0;693.0;;494.0;154.0;21.28;;;;52.0;113.0
;90114;24602.0;6052.0;672.0;;499.0;172.0;18.72;;;;64.0;113.0
;90115;24460.0;5846.0;678.0;;504.0;148.0;21.92;;;;59.0;128.0
;90116;25024.0;6156.0;680.0;;496.0;169.0;18.56;;;;57.0;114.0
;90117;23267.0;5398.0;675.0;;509.0;151.0;20.16;;;;61.0;109.0
;90118;23432.0;6186.0;684.0;;503.0;172.0;17.28;;;;56.0;107.0
;90119;16092.0;4200.0;685.0;;460.0;153.0;23.36;;;;52.0;98.0
;90120;24494.0;5903.0;674.0;;484.0;175.0;19.68;;;;65.0;116.0
;90121;20252.0;5144.0;678.0;;490.0;162.0;19.52;;;;52.0;100.0
;90122;16220.0;4120.0;679.0;;498.0;167.0;19.52;;;;60.0;80.0
;90123;26119.0;5720.0;693.0;;494.0;154.0;21.28;;;;52.0;122.0
;90124;24770.0;5920.0;678.0;;504.0;148.0;21.92;;;;59.0;130.0
;90125;18937.0;4810.0;679.0;;498.0;167.0;19.52;;;;60.0;94.0
;90126;21071.0;5352.0;678.0;;490.0;162.0;19.52;;;;52.0;104.0
;90127;21224.0;5221.0;672.0;;499.0;172.0;18.72;;;;64.0;98.0
;90128;20788.0;5010.0;674.0;;484.0;175.0;19.68;;;;65.0;99.0
;90129;16272.0;4247.0;685.0;;460.0;153.0;23.36;;;;52.0;99.0
;90130;21085.0;5187.0;680.0;;496.0;169.0;18.56;;;;57.0;96.0
;90131;18177.0;4217.0;675.0;;509.0;151.0;20.16;;;;61.0;85.0
;90132;16742.0;4420.0;684.0;;503.0;172.0;17.28;;;;56.0;76.0
;90133;15028.0;3727.0;664.0;;523.0;159.0;17.92;;;;65.0;67.0
;100001;22168.49817;6052.0;68.0;;61.4;;;;;11.2;9.1;
;100002;18665.52901;5469.0;68.7;;59.6;;;;;11.8;8.6;
;100003;18000.0;5166.0;67.8;;59.7;;;;;11.0;9.3;
;100004;13332.26837;4173.0;69.5;;58.4;;;;;11.6;8.5;
;100005;17665.70605;6130.0;71.7;;57.5;;;;;10.9;7.4;
;100006;15000.0;4605.0;69.3;;59.4;;;;;12.2;8.7;
;100007;14165.625;4533.0;69.0;;57.8;;;;;11.5;8.5;
;100008;16834.83483;5606.0;71.5;;58.9;;;;;12.0;8.3;
;100009;14166.12378;4349.0;69.5;;57.5;;;;;12.5;8.9;
;100010;15168.16817;5051.0;69.4;;59.5;;;;;10.2;8.0;
;100011;15832.85303;5494.0;71.5;;57.5;;;;;10.9;8.1;
;100012;14000.0;4578.0;70.7;;57.9;;;;;11.5;8.6;
;100013;12833.33333;4620.0;72.4;;55.6;;;;;12.4;6.0;
;100014;15500.0;4650.0;68.1;;60.9;;;;;12.1;9.1;
;100015;17501.5015;5828.0;70.3;;57.4;;;;;10.4;8.3;
;100016;15168.19572;4960.0;70.4;;57.8;;;;;11.6;8.6;
;100017;17166.13419;5373.0;70.4;;57.0;;;;;12.4;7.9;
;100018;15000.0;4995.0;71.5;;57.2;;;;;10.2;7.4;
;100019;16666.66667;5450.0;70.0;;58.0;;;;;11.8;8.2;
;100020;18833.86581;5895.0;69.7;;59.5;;;;;12.1;8.8;
;100021;16833.86581;5269.0;70.0;;59.2;;;;;11.6;8.2;
;100022;18000.0;5760.0;70.5;;58.8;;;;;12.2;8.5;
;100023;18500.0;5550.0;70.0;;58.7;;;;;12.4;8.0;
;100024;15000.0;5205.0;71.2;;57.5;;;;;10.6;7.5;
;100025;17000.0;4981.0;68.6;;60.2;;;;;12.0;8.8;
;100026;14834.375;4747.0;71.9;;57.1;;;;;11.6;7.4;
;100027;17000.0;5100.0;70.2;;57.9;;;;;12.0;8.5;
;100028;13333.33333;4360.0;74.0;;56.0;;;;;14.2;6.0;
;100029;16833.86581;5269.0;69.7;;60.0;;;;;11.9;8.6;
;100030;17166.12378;5270.0;70.5;;57.6;;;;;11.2;7.9;
;100031;16168.19572;5287.0;70.7;;59.5;;;;;11.8;8.5;
;100032;14332.26837;4486.0;67.7;;59.8;;;;;11.7;9.7;
;100033;15000.0;4605.0;70.5;;59.0;;;;;12.6;8.3;
;100034;15833.86581;4956.0;70.7;;57.8;;;;;11.1;7.5;
;100035;16334.47099;4786.0;71.1;;59.1;;;;;12.3;8.2;
;100036;17167.24739;4927.0;68.9;;59.9;;;;;12.5;9.6;
;100037;18166.12378;5577.0;71.3;;58.6;;;;;11.6;7.4;
;100038;19667.75244;6038.0;73.0;;55.9;;;;;11.5;6.8;
;100039;18332.24756;5628.0;70.1;;59.6;;;;;11.7;8.0;
;100040;21000.0;6153.0;69.3;;59.2;;;;;11.7;8.9;
;100041;22333.33333;6700.0;67.1;;62.7;;;;;10.7;10.2;
;100042;18833.87622;5782.0;69.7;;58.9;;;;;11.3;8.4;
;100043;18665.52901;5469.0;69.7;;60.2;;;;;12.6;8.6;
;100044;13000.0;4160.0;71.0;;57.7;;;;;13.2;7.0;
;100045;18000.0;5994.0;73.1;;57.6;;;;;10.9;7.9;
;100046;17832.35294;6063.0;72.5;;56.5;;;;;10.2;6.6;
;100047;18000.0;5166.0;69.0;;59.4;;;;;12.0;8.7;
;100048;20666.66667;6758.0;71.4;;57.5;;;;;10.2;7.2;
